investment_id,customer_id,investment_type,amount_invested,return_rate
1363,243,ETF,35674.92,0.0376
1364,3870,Stocks,47959.31,0.1211
1365,993,Stocks,19679.28,0.0984
1366,2160,Mutual Funds,31982.61,0.0816
1367,981,Stocks,46149.11,0.0127
1368,919,ETF,44400.04,0.1383
1369,2180,Stocks,25930.72,0.1065
1370,1250,Mutual Funds,11526.11,0.1397
1371,3083,Stocks,23594.79,0.0419
1372,2412,Mutual Funds,27453.57,0.0688
1373,4983,Stocks,4484.92,0.0733
1374,1435,ETF,27306.9,0.0316
1375,1894,Stocks,49289.16,0.0428
1376,1067,Bonds,39245.71,0.0649
1377,2939,Stocks,29985.7,0.1082
1378,4169,ETF,27236.09,0.127
1379,2016,Mutual Funds,24817.09,0.0874
1380,2955,Bonds,45636.92,0.0262
1381,1917,Mutual Funds,22345.83,0.0715
1382,4344,Mutual Funds,43264.16,0.0696
1383,3013,ETF,6904.43,0.1336
1384,4364,Bonds,38392.06,0.0922
1385,238,Stocks,42820.89,0.1304
1386,2257,Mutual Funds,2464.91,0.1371
1387,1749,Stocks,32264.51,0.0814
1388,1333,Stocks,30980.47,0.1385
1389,2843,Bonds,3567.86,0.0854
1390,1604,Stocks,11298.2,0.091
1391,4746,Bonds,20367.02,0.0903
1392,4571,ETF,31500.64,0.0201
1393,1659,Mutual Funds,34363.09,0.085
1394,2019,ETF,25530.21,0.056
1395,552,Mutual Funds,48108.84,0.0511
1396,810,Stocks,21296.71,0.1468
1397,1416,Mutual Funds,22467.31,0.1091
1398,3952,Mutual Funds,29990.49,0.1245
1399,516,Mutual Funds,43286.13,0.1037
1400,2684,ETF,12963.45,0.0507
1401,2326,ETF,3446.3,0.118
1402,2650,Mutual Funds,17762.13,0.1362
1403,2776,Mutual Funds,37562.75,0.1059
1404,1795,Stocks,28332.37,0.0972
1405,4958,Bonds,30085.71,0.0908
1406,2582,Bonds,49990.25,0.0509
1407,4136,Stocks,4376.14,0.0969
1408,3893,ETF,3403.04,0.0592
1409,437,ETF,24746.75,0.1395
1410,4436,ETF,48638.05,0.0132
1411,3174,Bonds,8838.63,0.0832
1412,1911,ETF,41772.96,0.1163
1413,4057,ETF,49311.02,0.147
1414,24,Mutual Funds,22078.4,0.0588
1415,4164,Stocks,37137.05,0.0142
1416,4349,Bonds,47271.36,0.1358
1417,2948,Bonds,33164.11,0.0947
1418,4951,Bonds,10091.06,0.0781
1419,3030,Bonds,33838.34,0.0657
1420,833,Bonds,12743.44,0.094
1421,1050,ETF,18676.45,0.0563
1422,2985,Mutual Funds,7179.63,0.0379
1423,4059,Bonds,13235.5,0.0758
1424,1352,Bonds,4321.49,0.1107
1425,3017,Mutual Funds,26673.77,0.0838
1426,4294,ETF,39550.44,0.0293
1427,2325,Bonds,11407.38,0.0724
1428,2801,Mutual Funds,34248.82,0.068
1429,4926,Stocks,32686.11,0.0717
1430,4815,Mutual Funds,48160.64,0.1182
1431,2289,Stocks,7189.34,0.1119
1432,802,Bonds,28077.22,0.1275
1433,4786,Mutual Funds,35088.54,0.0198
1434,2872,Mutual Funds,16017.83,0.089
1435,2405,ETF,11247.15,0.0778
1436,1123,ETF,28752.3,0.1325
1437,1770,ETF,46892.9,0.1074
1438,1907,ETF,38969.35,0.0629
1439,125,Stocks,30582.65,0.0343
1440,2431,Bonds,26600.49,0.1208
1441,4758,Mutual Funds,5185.86,0.1117
1442,2734,Mutual Funds,35117.65,0.0539
1443,142,ETF,27527.71,0.0775
1444,4678,ETF,28713.76,0.0624
1445,645,ETF,30707.97,0.0117
1446,3432,Bonds,3778.24,0.0856
1447,1649,Bonds,2128.99,0.1306
1448,4017,ETF,44791.99,0.1345
1449,4648,Bonds,5770.03,0.1156
1450,125,ETF,3795.42,0.1078
1451,625,Bonds,44370.94,0.0361
1452,3721,Stocks,4630.84,0.0228
1453,4341,Mutual Funds,13007.38,0.0306
1454,2438,ETF,4944.27,0.1114
1455,4685,ETF,13357.88,0.1246
1456,1787,ETF,17625.15,0.1044
1457,4675,Mutual Funds,36494.4,0.0259
1458,917,ETF,7630.23,0.0809
1459,3117,ETF,12477.91,0.0639
1460,179,Stocks,36027.32,0.095
1461,1498,Mutual Funds,41842.32,0.0903
1462,4314,Bonds,16489.55,0.0624
1463,1122,Stocks,11400.97,0.0444
1464,4957,Bonds,23659.16,0.046
1465,3945,Stocks,49457.28,0.1447
1466,1334,ETF,11498.26,0.1319
1467,4646,Stocks,36620.53,0.1092
1468,685,Mutual Funds,42890.78,0.0696
1469,3345,Bonds,27457.02,0.084
1470,142,ETF,28530.86,0.0931
1471,4797,Mutual Funds,13432.3,0.1171
1472,2677,Bonds,35020.93,0.1083
1473,2689,Bonds,34641.64,0.0419
1474,4790,Stocks,45568.19,0.0532
1475,4187,Stocks,45529.94,0.1068
1476,2134,Mutual Funds,11115.5,0.1328
1477,4530,ETF,41428.64,0.0999
1478,4835,Stocks,49503.93,0.0305
1479,428,Mutual Funds,30041.08,0.0718
1480,1358,Stocks,46222.17,0.0633
1481,2936,ETF,10179.82,0.0553
1482,65,Mutual Funds,18124.34,0.0646
1483,2954,ETF,39962.23,0.0336
1484,69,Bonds,33907.2,0.0801
1485,541,ETF,31161.83,0.1241
1486,4980,ETF,3291.2,0.0503
1487,839,Mutual Funds,14660.33,0.0419
1488,165,Mutual Funds,9820.12,0.0583
1489,3697,Bonds,49414.78,0.0893
1490,4106,Bonds,14467.53,0.0777
1491,2690,Stocks,23764.94,0.0102
1492,1443,Bonds,19048.5,0.0418
1493,502,ETF,36511.26,0.086
1494,405,Stocks,45976.52,0.0911
1495,4649,Mutual Funds,25838.86,0.1211
1496,75,ETF,22059.96,0.0822
1497,3668,Stocks,48573.26,0.1016
1498,125,ETF,25309.21,0.0711
1499,2932,Mutual Funds,42328.66,0.0714
1500,899,Stocks,37006.1,0.058
1501,361,ETF,32634.91,0.0671
1502,441,Stocks,43724.55,0.0107
1503,1608,Mutual Funds,13770.61,0.1312
1504,2313,ETF,21894.96,0.0747
1505,3566,Mutual Funds,47744.82,0.0144
1506,1820,ETF,20251.34,0.0957
1507,343,Bonds,34710.44,0.1202
1508,911,Bonds,34017.3,0.0885
1509,1062,ETF,6374.33,0.0137
1510,1285,ETF,18526.15,0.144
1511,4596,Mutual Funds,42499.21,0.091
1512,1509,Mutual Funds,30055.44,0.1239
1513,2510,Mutual Funds,35677.24,0.0917
1514,847,ETF,2346.95,0.1479
1515,2818,ETF,38760.44,0.15
1516,4084,Mutual Funds,45119.92,0.072
1517,2947,Mutual Funds,26943.43,0.1391
1518,4732,Stocks,15927.17,0.0868
1519,4960,Bonds,3335.78,0.064
1520,182,Bonds,31363.61,0.0978
1521,824,Mutual Funds,26519.2,0.119
1522,4537,Stocks,26003.5,0.0818
1523,1544,Stocks,27488.47,0.0759
1524,2282,Bonds,24663.97,0.1263
1525,1516,Stocks,35310.54,0.1046
1526,3214,ETF,7915.89,0.042
1527,3761,Bonds,49418.15,0.0655
1528,4817,Stocks,25724.39,0.1237
1529,4461,Bonds,13900.47,0.1231
1530,4832,Stocks,38851.96,0.0905
1531,2534,ETF,41189.01,0.0345
1532,1434,Mutual Funds,25164.16,0.1118
1533,3416,ETF,22546.13,0.0566
1534,4031,Mutual Funds,28367.7,0.0309
1535,3919,Mutual Funds,9547.07,0.0879
1536,4630,Mutual Funds,29859.87,0.076
1537,175,ETF,47953.53,0.1487
1538,4527,Mutual Funds,36559.33,0.0714
1539,2883,Stocks,12635.75,0.0771
1540,1452,ETF,39934.56,0.0654
1541,1088,ETF,43809.54,0.0915
1542,2796,Bonds,7532.73,0.0147
1543,4914,Bonds,5173.99,0.1063
1544,2455,Stocks,42101.68,0.0389
1545,2238,Stocks,26663.29,0.0983
1546,3474,Mutual Funds,4729.67,0.0438
1547,3266,ETF,12595.32,0.1294
1548,2129,Bonds,35844.81,0.0266
1549,1154,Stocks,10103.87,0.0236
1550,466,Mutual Funds,9450.44,0.1093
1551,591,Mutual Funds,3548.35,0.0251
1552,3013,ETF,12002.1,0.143
1553,1045,ETF,10641.03,0.1035
1554,230,Mutual Funds,45508.29,0.0896
1555,3287,ETF,47473.31,0.0748
1556,3806,Mutual Funds,22863.26,0.0838
1557,1933,Stocks,12072.72,0.0811
1558,478,Stocks,29316.57,0.0867
1559,3747,ETF,28835.52,0.0739
1560,3925,Stocks,9914.89,0.1193
1561,2558,Bonds,39436.64,0.0606
1562,4877,Bonds,26709.98,0.0934
1563,4641,Mutual Funds,12394.62,0.0771
1564,3921,Stocks,25358.23,0.0376
1565,1986,ETF,42756.75,0.0558
1566,1813,ETF,48564.44,0.1161
1567,2163,Mutual Funds,11243.36,0.1021
1568,1936,ETF,18341.92,0.0627
1569,1687,Bonds,36279.6,0.0258
1570,3591,Bonds,25457.79,0.1357
1571,4706,Mutual Funds,6574.02,0.0458
1572,4735,Stocks,10455.37,0.1411
1573,607,Stocks,11841.72,0.0284
1574,885,Bonds,48676.95,0.0875
1575,2523,Bonds,48291.41,0.075
1576,4196,ETF,24594.19,0.0149
1577,656,ETF,14128.82,0.1429
1578,1518,Stocks,42716.25,0.0136
1579,2903,Stocks,14546.52,0.1456
1580,1259,ETF,28574.32,0.1443
1581,3509,ETF,4974.96,0.0482
1582,208,Mutual Funds,11682.25,0.0838
1583,396,Mutual Funds,26207.38,0.0114
1584,4828,ETF,27379.7,0.1258
1585,4145,Bonds,28381.75,0.1355
1586,1168,ETF,20683.76,0.059
1587,1708,ETF,43080.88,0.1087
1588,95,Mutual Funds,48259.66,0.1315
1589,4204,ETF,17885.15,0.1004
1590,4364,ETF,36490.57,0.0312
1591,1899,Stocks,37918.25,0.1185
1592,4522,Mutual Funds,38720.46,0.1201
1593,4681,ETF,48970.7,0.0217
1594,4182,Mutual Funds,41354.82,0.1045
1595,347,ETF,26989.76,0.0755
1596,3195,ETF,8988.46,0.0504
1597,3091,Mutual Funds,1842.8,0.0272
1598,1512,ETF,8099.03,0.0244
1599,2924,Stocks,46766.32,0.0378
1600,2010,Stocks,27426.17,0.1146
1601,2426,Bonds,29314.86,0.1033
1602,1406,ETF,7186.14,0.0186
1603,4996,Bonds,44935.77,0.1248
1604,3389,ETF,10448.59,0.0549
1605,4568,ETF,3721.87,0.1223
1606,4795,Bonds,45160.02,0.0494
1607,1175,ETF,31301.37,0.0339
1608,1021,ETF,43743.31,0.0207
1609,634,Bonds,5828.16,0.0682
1610,66,Mutual Funds,21100.78,0.1188
1611,4893,ETF,30851.04,0.1322
1612,2506,Bonds,3787.26,0.0262
1613,808,Mutual Funds,7596.0,0.0703
1614,2127,Stocks,19399.26,0.0997
1615,2121,Mutual Funds,29720.92,0.038
1616,1348,Mutual Funds,4731.77,0.0359
1617,4342,ETF,13856.51,0.0327
1618,1141,Mutual Funds,4717.03,0.1338
1619,961,Bonds,1418.34,0.1213
1620,539,Mutual Funds,37789.89,0.1364
1621,2063,ETF,48364.67,0.1386
1622,572,Mutual Funds,28252.78,0.1317
1623,138,Bonds,39576.03,0.0797
1624,2965,Mutual Funds,34103.29,0.0876
1625,3701,Bonds,41624.59,0.1152
1626,1182,Mutual Funds,33667.71,0.0525
1627,3147,Stocks,16206.85,0.0585
1628,988,Bonds,5473.57,0.0505
1629,1704,Mutual Funds,37873.13,0.0894
1630,2669,Mutual Funds,42464.84,0.1154
1631,2846,ETF,5191.7,0.0554
1632,2646,ETF,1238.0,0.0948
1633,3194,Bonds,17487.99,0.1177
1634,4528,Bonds,38078.04,0.0516
1635,1729,ETF,41560.82,0.1422
1636,266,Bonds,13210.01,0.0531
1637,530,Bonds,30771.83,0.0317
1638,2177,Stocks,20953.28,0.1498
1639,3768,Mutual Funds,46829.01,0.0908
1640,779,Stocks,48393.9,0.1154
1641,1843,Bonds,3369.16,0.0311
1642,728,Mutual Funds,22965.82,0.0522
1643,1488,Stocks,7294.34,0.1299
1644,529,Stocks,27023.96,0.0666
1645,3709,Mutual Funds,27727.89,0.1473
1646,1004,Bonds,13020.85,0.1354
1647,1433,Stocks,31746.27,0.0748
1648,2721,Bonds,10466.7,0.0939
1649,2630,Bonds,2029.82,0.0352
1650,1051,Stocks,3385.58,0.1253
1651,4585,Stocks,29154.03,0.1305
1652,2392,Bonds,16630.09,0.1415
1653,1232,Bonds,48838.72,0.0742
1654,2843,Stocks,49946.24,0.0493
1655,4404,ETF,48573.61,0.0691
1656,1565,Mutual Funds,42481.52,0.0227
1657,3340,Bonds,7930.91,0.0666
1658,3212,Mutual Funds,10791.98,0.1197
1659,4569,Mutual Funds,10259.83,0.141
1660,927,Bonds,30307.71,0.0201
1661,137,Bonds,33578.56,0.0864
1662,4245,Stocks,15435.39,0.1132
1663,542,ETF,16924.24,0.1298
1664,995,Bonds,12858.49,0.1416
1665,4011,Mutual Funds,2511.74,0.0317
1666,194,Stocks,29135.52,0.0349
1667,4365,ETF,9506.63,0.0588
1668,3136,Mutual Funds,45989.3,0.1259
1669,3336,Mutual Funds,8989.43,0.0426
1670,1104,ETF,38140.02,0.0733
1671,3862,ETF,10563.23,0.0815
1672,349,Mutual Funds,47819.39,0.026
1673,1193,Stocks,16680.35,0.064
1674,3483,Mutual Funds,24889.13,0.1024
1675,4266,Stocks,4301.03,0.0655
1676,3190,ETF,36646.83,0.1439
1677,4277,Bonds,49674.2,0.0425
1678,3209,Bonds,23254.59,0.1008
1679,3844,Stocks,27816.34,0.0165
1680,224,Stocks,45865.53,0.0127
1681,1232,Stocks,2230.66,0.1209
1682,2962,Stocks,49801.75,0.0416
1683,599,ETF,26892.95,0.0457
1684,158,ETF,12149.08,0.0108
1685,1263,Bonds,40047.84,0.1011
1686,224,Bonds,8071.08,0.1041
1687,4582,Bonds,5523.15,0.0131
1688,3233,Bonds,42837.9,0.109
1689,4506,Stocks,12281.37,0.1128
1690,3249,Bonds,28641.04,0.1015
1691,1993,Mutual Funds,20356.35,0.0999
1692,446,ETF,25616.33,0.027
1693,1978,Mutual Funds,26308.49,0.0699
1694,1062,ETF,1618.58,0.1286
1695,1140,ETF,33962.76,0.1254
1696,2960,Stocks,9800.57,0.1179
1697,699,ETF,38521.09,0.0402
1698,4924,ETF,15382.19,0.068
1699,983,Mutual Funds,45163.54,0.1113
1700,3457,ETF,24633.71,0.099
1701,4932,Mutual Funds,33783.05,0.0868
1702,443,Bonds,21212.89,0.0557
1703,2615,Stocks,25349.23,0.0457
1704,4123,Bonds,17587.93,0.0474
1705,701,ETF,20824.5,0.0147
1706,2590,ETF,38577.02,0.0415
1707,579,Mutual Funds,21074.65,0.0455
1708,1581,Bonds,10638.66,0.0182
1709,4927,ETF,18011.01,0.0462
1710,457,ETF,24391.2,0.0652
1711,3975,Bonds,30591.52,0.1232
1712,956,Bonds,45696.82,0.045
1713,3429,ETF,33384.31,0.1223
1714,440,Mutual Funds,37045.54,0.0376
1715,3120,Mutual Funds,2670.23,0.0954
1716,2439,Stocks,16844.5,0.1239
1717,2464,ETF,14574.84,0.0118
1718,2233,Stocks,10601.71,0.1037
1719,3006,ETF,29358.81,0.1182
1720,1638,Stocks,47278.29,0.1112
1721,1253,Stocks,49232.43,0.065
1722,4684,Mutual Funds,4974.36,0.0631
1723,4752,Stocks,3540.08,0.1426
1724,2532,Bonds,28711.4,0.0535
1725,2183,ETF,10276.73,0.1409
1726,4016,ETF,22958.29,0.0968
1727,1484,Stocks,42016.23,0.0127
1728,691,Mutual Funds,12620.92,0.1453
1729,1136,Mutual Funds,36191.53,0.0212
1730,1154,Bonds,36779.61,0.0576
1731,1905,Stocks,15035.74,0.0947
1732,872,Bonds,49687.68,0.1431
1733,1072,Mutual Funds,37767.77,0.015
1734,1284,ETF,11241.91,0.0876
1735,1971,Mutual Funds,16278.48,0.0793
1736,4000,Stocks,28089.14,0.1441
1737,1626,Mutual Funds,49531.21,0.0435
1738,1531,Bonds,10544.02,0.0195
1739,3650,Stocks,21584.11,0.0806
1740,1479,Bonds,41537.2,0.0327
1741,1873,Mutual Funds,45238.84,0.1446
1742,1899,Stocks,25032.11,0.0881
1743,1321,Bonds,19349.98,0.1245
1744,686,Stocks,12066.06,0.0628
1745,1421,Stocks,13963.44,0.0644
1746,2731,Mutual Funds,35485.36,0.0109
1747,2533,Bonds,8887.36,0.1167
1748,2243,Stocks,20019.8,0.1002
1749,2581,ETF,40234.07,0.0227
1750,197,Mutual Funds,36450.02,0.0936
1751,4942,Mutual Funds,49666.16,0.0627
1752,981,Bonds,22897.9,0.0207
1753,3927,ETF,25238.29,0.0729
1754,4605,Stocks,5800.24,0.0354
1755,4408,Mutual Funds,39252.9,0.139
1756,4989,ETF,9087.45,0.0834
1757,1294,Mutual Funds,6185.76,0.0585
1758,58,ETF,16007.95,0.03
1759,3128,Mutual Funds,13447.93,0.1034
1760,2353,Stocks,14346.33,0.1237
1761,2268,Bonds,21795.01,0.0216
1762,3860,ETF,34711.76,0.1394
1763,2179,Bonds,2623.2,0.0493
1764,2024,Stocks,22458.02,0.1357
1765,3232,Bonds,41023.28,0.0123
1766,2469,Mutual Funds,1881.68,0.035
1767,668,ETF,6017.09,0.019
1768,3545,Mutual Funds,42847.76,0.1498
1769,1378,Stocks,15139.61,0.1334
1770,232,Stocks,33252.78,0.0143
1771,3682,Stocks,20022.75,0.0774
1772,894,ETF,17057.68,0.0693
1773,1606,ETF,47504.89,0.0429
1774,908,Bonds,1291.86,0.076
1775,4882,Bonds,32999.97,0.1411
1776,3149,Stocks,31809.41,0.0268
1777,4352,ETF,20516.49,0.064
1778,4579,ETF,10496.51,0.0905
1779,4541,ETF,12070.7,0.1322
1780,2921,Stocks,21682.12,0.1394
1781,2452,Bonds,14131.55,0.0206
1782,2534,Stocks,1186.99,0.0378
1783,110,Stocks,3179.66,0.1478
1784,3685,Stocks,26632.35,0.0591
1785,2232,Bonds,44403.64,0.1003
1786,3444,Mutual Funds,18259.17,0.0255
1787,2644,Bonds,43599.57,0.1166
1788,4925,Mutual Funds,5451.68,0.142
1789,4714,Stocks,8965.13,0.1362
1790,559,Stocks,41059.27,0.1383
1791,3589,Mutual Funds,31282.15,0.0511
1792,4061,ETF,33481.72,0.1123
1793,4034,Bonds,26546.93,0.0297
1794,4378,Bonds,26033.64,0.122
1795,4052,Mutual Funds,5834.49,0.0512
1796,72,ETF,6275.22,0.137
1797,4257,ETF,47714.31,0.0762
1798,3283,ETF,47025.23,0.1035
1799,3525,Stocks,29199.66,0.1066
1800,4446,Stocks,34357.07,0.137
1801,4536,Mutual Funds,7928.46,0.1147
1802,2181,ETF,46170.89,0.0532
1803,756,Bonds,12856.85,0.0109
1804,1235,Bonds,5149.18,0.0794
1805,931,Mutual Funds,2806.74,0.0457
1806,1273,Mutual Funds,19337.94,0.0696
1807,1116,Bonds,11475.58,0.1414
1808,3703,ETF,10850.99,0.0924
1809,2838,ETF,31677.68,0.0622
1810,4511,Mutual Funds,28862.02,0.0414
1811,1900,Mutual Funds,18645.3,0.1134
1812,2977,Bonds,46879.53,0.1267
1813,1608,ETF,49793.27,0.0809
1814,212,Bonds,20811.51,0.0488
1815,2098,ETF,42786.92,0.0809
1816,4988,Stocks,14720.57,0.0557
1817,2233,Bonds,47035.5,0.0424
1818,220,Mutual Funds,2495.99,0.0809
1819,1549,ETF,18503.28,0.0677
1820,1450,Bonds,35830.34,0.1436
1821,949,Stocks,6485.49,0.0814
1822,996,Stocks,29846.4,0.0414
1823,1696,ETF,41297.68,0.0957
1824,3112,ETF,41585.06,0.1158
1825,634,Mutual Funds,43917.78,0.0811
1826,1455,Bonds,21747.67,0.1059
1827,1372,Mutual Funds,16366.62,0.0475
1828,2651,Mutual Funds,18420.41,0.0591
1829,1504,Mutual Funds,38842.11,0.0667
1830,1608,Stocks,46977.92,0.0991
1831,2602,Bonds,11725.85,0.0965
1832,1442,ETF,34263.21,0.1042
1833,1740,Bonds,11071.86,0.0561
1834,4975,Stocks,20039.94,0.075
1835,4990,Mutual Funds,21038.82,0.0619
1836,3412,Bonds,8896.68,0.0349
1837,3212,Mutual Funds,30522.08,0.075
1838,3280,Bonds,1541.54,0.1404
1839,3425,Bonds,22485.86,0.0664
1840,4551,Bonds,1683.41,0.0595
1841,3711,Mutual Funds,42984.6,0.0748
1842,2074,Bonds,14522.6,0.0136
1843,2620,Stocks,39968.12,0.0424
1844,1709,Stocks,14662.55,0.0173
1845,4656,Mutual Funds,14359.2,0.0394
1846,2703,Stocks,28197.96,0.0511
1847,3431,ETF,1494.37,0.0999
1848,4724,Mutual Funds,10109.86,0.029
1849,1359,Bonds,8469.23,0.081
1850,2945,ETF,30134.62,0.0328
1851,710,ETF,45644.3,0.1473
1852,3617,Mutual Funds,9054.86,0.0945
1853,4240,Bonds,32715.83,0.1396
1854,875,ETF,14330.76,0.0413
1855,4322,Mutual Funds,25623.57,0.118
1856,3410,Bonds,16018.76,0.1004
1857,3607,Mutual Funds,37436.83,0.0591
1858,4310,Bonds,38511.79,0.0908
1859,4748,Mutual Funds,45486.33,0.057
1860,1666,Mutual Funds,2759.36,0.013
1861,651,Stocks,5036.47,0.0835
1862,1878,ETF,45684.78,0.1251
1863,2940,Bonds,13617.34,0.1472
1864,1380,Bonds,2369.82,0.1265
1865,1794,ETF,19771.69,0.0737
1866,4747,ETF,8502.43,0.0375
1867,4557,ETF,25695.81,0.0865
1868,4427,ETF,30468.93,0.1486
1869,747,Mutual Funds,41628.44,0.0853
1870,4573,ETF,30935.91,0.0133
1871,1491,Bonds,33794.08,0.0679
1872,1247,ETF,6193.19,0.1091
1873,4241,Stocks,19188.95,0.0779
1874,1038,Stocks,44720.22,0.0905
1875,538,Mutual Funds,20593.79,0.141
1876,3549,Stocks,32730.5,0.0629
1877,4836,Stocks,20416.34,0.1232
1878,590,Mutual Funds,16933.71,0.064
1879,4876,Bonds,8857.45,0.0179
1880,4953,Mutual Funds,38858.81,0.0415
1881,1970,ETF,10692.62,0.0566
1882,4846,Bonds,31484.31,0.1171
1883,4595,Stocks,16553.56,0.0636
1884,3008,ETF,6319.48,0.1035
1885,2899,Mutual Funds,49337.24,0.0254
1886,12,Bonds,7723.62,0.0796
1887,4599,ETF,30375.17,0.0881
1888,4678,Stocks,6666.69,0.0164
1889,1426,Stocks,35594.94,0.0353
1890,3419,ETF,5781.28,0.0204
1891,2954,Mutual Funds,14001.19,0.0858
1892,2304,Bonds,17581.7,0.0955
1893,4446,Stocks,36648.16,0.1108
1894,2348,ETF,23362.99,0.0272
1895,4779,Mutual Funds,16322.98,0.0359
1896,1206,Bonds,27728.23,0.102
1897,4216,Stocks,41582.58,0.1011
1898,2226,Stocks,40370.38,0.0345
1899,2316,ETF,1441.36,0.0851
1900,3103,Mutual Funds,20671.63,0.0383
1901,637,ETF,33575.95,0.0211
1902,2674,Stocks,39011.1,0.0976
1903,3627,Mutual Funds,43122.49,0.0737
1904,3839,Mutual Funds,12186.25,0.1444
1905,1502,Mutual Funds,29959.4,0.0792
1906,4680,Bonds,28110.94,0.1116
1907,434,Mutual Funds,15331.29,0.1449
1908,1116,Stocks,9672.47,0.1381
1909,1327,Stocks,40610.93,0.1436
1910,3083,Bonds,6901.35,0.0423
1911,4157,Stocks,9271.85,0.0178
1912,4088,Mutual Funds,49403.4,0.0372
1913,3038,Mutual Funds,36489.07,0.0949
1914,1666,ETF,48764.2,0.1427
1915,1008,Mutual Funds,34769.79,0.0259
1916,2080,Mutual Funds,47187.93,0.114
1917,2382,Stocks,2076.86,0.0781
1918,733,Stocks,8265.46,0.0329
1919,2045,ETF,11430.94,0.033
1920,1237,Mutual Funds,49711.72,0.0709
1921,1898,ETF,41400.93,0.1225
1922,3092,Mutual Funds,46025.27,0.0739
1923,803,Bonds,47348.14,0.1402
1924,1413,Mutual Funds,46011.19,0.0503
1925,4344,ETF,21483.81,0.0815
1926,1165,Bonds,3909.15,0.0336
1927,3417,Mutual Funds,44360.18,0.0863
1928,1201,Mutual Funds,46134.15,0.0961
1929,2635,Bonds,31642.24,0.1064
1930,189,ETF,48424.3,0.066
1931,3809,Stocks,21768.69,0.0605
1932,2649,ETF,19849.95,0.1465
1933,4122,ETF,42996.19,0.0788
1934,616,Stocks,43506.13,0.1408
1935,1949,ETF,26068.66,0.1074
1936,4485,Mutual Funds,15652.24,0.1115
1937,3785,Stocks,4830.09,0.0539
1938,1906,Stocks,8462.15,0.0961
1939,3321,Bonds,16195.33,0.1383
1940,1519,Bonds,19948.15,0.116
1941,1242,Stocks,14111.29,0.0857
1942,1869,Stocks,30160.39,0.0165
1943,4774,Stocks,47392.36,0.0228
1944,3163,Mutual Funds,35369.4,0.0881
1945,4460,Bonds,40063.9,0.1474
1946,965,ETF,2306.63,0.0764
1947,1011,Stocks,29028.35,0.0215
1948,3723,Bonds,39998.92,0.0359
1949,4786,Mutual Funds,38734.7,0.097
1950,802,Stocks,48213.52,0.0895
1951,2518,ETF,20331.49,0.1227
1952,779,Bonds,40956.4,0.124
1953,3349,Stocks,21960.19,0.1185
1954,2069,ETF,19606.72,0.0184
1955,3777,Bonds,16041.23,0.0372
1956,4631,Bonds,43706.55,0.1497
1957,2540,ETF,2893.16,0.1291
1958,3214,Stocks,22539.98,0.0437
1959,726,ETF,23614.34,0.1362
1960,3120,Stocks,29474.15,0.0366
1961,477,Mutual Funds,39465.65,0.1243
1962,4870,Bonds,2592.91,0.0914
1963,370,Bonds,16263.8,0.0645
1964,4108,Mutual Funds,49163.47,0.0498
1965,2382,ETF,23745.89,0.0757
1966,4807,Stocks,2278.74,0.1224
1967,1564,Stocks,39415.74,0.0653
1968,1965,Mutual Funds,48686.65,0.1262
1969,4571,ETF,35754.98,0.0975
1970,4779,Stocks,6463.84,0.057
1971,4437,Mutual Funds,2152.06,0.0905
1972,3077,Mutual Funds,30152.93,0.143
1973,1813,Bonds,20502.76,0.0499
1974,3881,Bonds,19894.03,0.0854
1975,3081,Mutual Funds,33542.44,0.1119
1976,3277,Bonds,35984.99,0.0816
1977,961,ETF,5356.52,0.0835
1978,4364,ETF,26772.94,0.0782
1979,3520,Mutual Funds,4623.15,0.1364
1980,4877,Bonds,16850.94,0.0801
1981,4439,Stocks,29381.46,0.0394
1982,4040,Stocks,24574.96,0.0761
1983,991,Bonds,7245.26,0.1467
1984,1708,Bonds,34504.53,0.1291
1985,1908,Mutual Funds,21549.28,0.1241
1986,3610,ETF,20617.17,0.1197
1987,3823,Mutual Funds,41369.03,0.1417
1988,71,ETF,14307.62,0.0871
1989,1533,ETF,38514.45,0.0403
1990,1625,Stocks,1903.2,0.1281
1991,3720,Stocks,15918.03,0.0747
1992,3788,Bonds,33028.16,0.0901
1993,1846,ETF,41062.42,0.141
1994,3961,Bonds,4731.57,0.1315
1995,4171,Stocks,3369.45,0.0972
1996,2393,Bonds,36711.32,0.0389
1997,1285,Stocks,5058.08,0.11
1998,4286,Mutual Funds,38419.64,0.0712
1999,1997,Mutual Funds,2460.32,0.1216
2000,671,Stocks,18114.94,0.1049
2001,3006,Stocks,9226.69,0.1484
2002,3218,Mutual Funds,23387.97,0.0653
2003,735,Stocks,34156.49,0.0496
2004,4387,Bonds,37483.73,0.1065
2005,4468,Bonds,24525.44,0.069
2006,620,Stocks,27794.25,0.0536
2007,913,Mutual Funds,20902.35,0.0983
2008,794,Bonds,35261.27,0.113
2009,4704,Stocks,16221.73,0.0831
2010,4130,ETF,7845.3,0.012
2011,2946,ETF,42579.3,0.1061
2012,237,ETF,30047.66,0.0689
2013,4998,Stocks,24650.94,0.0701
2014,2113,ETF,9442.44,0.0822
2015,2204,Stocks,38025.07,0.0288
2016,215,Bonds,3586.67,0.0469
2017,683,ETF,31845.19,0.1031
2018,3417,Mutual Funds,20539.06,0.0227
2019,1700,Bonds,30357.7,0.1122
2020,1259,ETF,11058.34,0.0725
2021,1580,Mutual Funds,20891.04,0.1373
