transaction_id,account_id,transaction_date,amount,transaction_type
3888,4385,2023-12-07,-2491.72,Deposit
3889,80,2023-03-18,-283.8,Deposit
3890,2643,2023-04-04,574.43,Withdrawal
3891,5097,2024-01-03,2212.24,Deposit
3892,4951,2023-03-28,4918.12,Deposit
3893,177,2023-09-20,-4899.14,Deposit
3894,4510,2023-04-01,3323.16,Deposit
3895,5651,2023-10-31,-2898.14,Withdrawal
3896,5324,2023-05-08,21.38,Withdrawal
3897,1758,2023-02-01,4863.78,Withdrawal
3898,4712,2023-11-08,17.47,Deposit
3899,3510,2024-01-10,-2033.48,Deposit
3900,324,2023-12-31,748.32,Withdrawal
3901,3429,2023-09-06,-1622.19,Deposit
3902,4304,2023-11-30,-4128.64,Deposit
3903,4765,2023-07-28,-3600.71,Withdrawal
3904,486,2023-12-03,-3005.87,Withdrawal
3905,2248,2024-01-10,-3526.8,Withdrawal
3906,5668,2023-01-15,-3381.9,Withdrawal
3907,5332,2023-10-21,2518.97,Withdrawal
3908,2551,2023-06-23,4957.56,Withdrawal
3909,4172,2023-10-07,955.1,Deposit
3910,4467,2023-07-24,704.85,Deposit
3911,5848,2023-10-16,1438.22,Withdrawal
3912,883,2023-03-22,-2218.46,Deposit
3913,1605,2023-09-17,2778.26,Deposit
3914,225,2023-06-09,4766.73,Withdrawal
3915,29,2023-01-05,1096.02,Withdrawal
3916,3708,2023-08-06,1993.63,Withdrawal
3917,1301,2023-04-10,-1780.2,Withdrawal
3918,4558,2023-08-12,2577.0,Withdrawal
3919,2111,2023-01-18,330.13,Deposit
3920,5314,2023-01-07,1071.15,Withdrawal
3921,3482,2023-07-27,3203.1,Withdrawal
3922,4715,2023-08-16,-1621.61,Deposit
3923,842,2023-12-10,-2948.76,Withdrawal
3924,189,2023-08-31,159.34,Withdrawal
3925,232,2023-10-23,-2477.43,Withdrawal
3926,4118,2023-07-12,-2136.25,Withdrawal
3927,2987,2023-05-11,-3868.44,Withdrawal
3928,5374,2023-07-12,2330.45,Withdrawal
3929,2669,2023-10-02,3419.4,Deposit
3930,5691,2023-12-18,-1880.83,Withdrawal
3931,4498,2023-07-04,-1796.59,Deposit
3932,1218,2023-04-13,3902.07,Withdrawal
3933,5613,2024-01-05,-4118.85,Withdrawal
3934,836,2023-09-07,-3569.26,Withdrawal
3935,3617,2023-04-24,291.19,Withdrawal
3936,877,2023-08-31,1179.95,Deposit
3937,678,2023-04-29,1313.56,Deposit
3938,4008,2023-05-13,2947.94,Withdrawal
3939,49,2023-08-07,-4859.62,Withdrawal
3940,1226,2023-03-26,-1352.76,Withdrawal
3941,3577,2024-01-27,2148.92,Withdrawal
3942,3167,2023-07-24,2311.48,Withdrawal
3943,538,2023-02-20,-1755.87,Deposit
3944,626,2023-09-30,-2853.07,Withdrawal
3945,5590,2023-09-19,1674.44,Deposit
3946,2645,2023-03-16,-2234.48,Withdrawal
3947,2099,2023-12-13,3749.26,Withdrawal
3948,688,2023-12-13,3790.18,Withdrawal
3949,4650,2023-11-23,2040.99,Deposit
3950,2274,2024-01-27,-3672.24,Deposit
3951,4124,2023-10-03,-2480.29,Withdrawal
3952,399,2023-06-21,-4403.26,Withdrawal
3953,2648,2023-04-22,4068.42,Withdrawal
3954,3865,2024-01-15,3775.78,Withdrawal
3955,4866,2023-01-01,1447.68,Deposit
3956,5354,2023-06-06,-4061.99,Withdrawal
3957,2617,2023-01-17,-4537.66,Deposit
3958,1502,2023-07-30,4016.72,Deposit
3959,4647,2023-06-27,-4698.88,Withdrawal
3960,3089,2023-12-19,1039.57,Withdrawal
3961,5248,2024-01-30,-4975.8,Deposit
3962,1947,2023-03-04,2323.14,Deposit
3963,3764,2023-05-04,1936.47,Deposit
3964,2274,2023-11-07,-4174.69,Withdrawal
3965,5073,2024-01-14,3987.34,Withdrawal
3966,1084,2023-12-01,-993.38,Withdrawal
3967,12,2023-09-22,226.53,Withdrawal
3968,3541,2023-11-07,-4035.19,Withdrawal
3969,1973,2023-12-20,1896.4,Withdrawal
3970,5223,2023-02-19,2596.17,Deposit
3971,14,2023-08-14,-1934.88,Deposit
3972,2200,2023-12-14,-1257.81,Deposit
3973,5919,2023-01-27,2483.66,Deposit
3974,1250,2023-11-28,2378.05,Withdrawal
3975,1520,2023-09-25,-182.97,Deposit
3976,1605,2023-05-26,-4277.63,Deposit
3977,262,2023-06-04,-4349.75,Withdrawal
3978,4412,2023-05-03,-1177.32,Withdrawal
3979,4919,2023-02-19,-1802.35,Withdrawal
3980,4044,2023-06-11,681.84,Withdrawal
3981,4301,2023-03-18,-1120.58,Deposit
3982,3682,2023-09-20,2584.88,Deposit
3983,5221,2024-01-02,3673.92,Deposit
3984,3447,2023-11-28,-1490.2,Withdrawal
3985,5722,2023-01-16,-1229.24,Withdrawal
3986,4996,2023-04-14,2475.23,Withdrawal
3987,3196,2023-04-21,4600.11,Withdrawal
3988,944,2023-03-23,1531.89,Withdrawal
3989,2049,2023-01-04,-3074.4,Withdrawal
3990,920,2023-04-10,-3174.3,Withdrawal
3991,1532,2023-09-05,-4052.94,Withdrawal
3992,5141,2023-06-22,4441.25,Deposit
3993,3093,2023-02-23,-2817.84,Withdrawal
3994,2653,2023-01-06,232.86,Deposit
3995,5581,2023-09-19,2753.65,Deposit
3996,4165,2023-10-25,2395.98,Withdrawal
3997,2549,2023-04-19,1555.19,Withdrawal
3998,5988,2023-02-02,3570.23,Deposit
3999,3588,2023-08-01,1368.2,Withdrawal
4000,3885,2023-09-13,4750.45,Deposit
4001,542,2023-02-17,4247.74,Withdrawal
4002,297,2023-08-20,2709.73,Deposit
4003,1881,2023-04-25,-635.96,Deposit
4004,4660,2023-08-03,798.81,Withdrawal
4005,1473,2023-04-26,-73.3,Deposit
4006,5674,2023-12-21,-3419.0,Withdrawal
4007,316,2023-12-26,3651.07,Withdrawal
4008,5001,2023-07-20,-3657.8,Deposit
4009,3876,2023-11-07,-4345.86,Deposit
4010,568,2023-05-25,4552.59,Withdrawal
4011,2250,2023-06-04,3770.49,Withdrawal
4012,2037,2023-08-19,-4076.55,Withdrawal
4013,4258,2023-03-22,4647.95,Withdrawal
4014,907,2023-11-29,-3969.92,Deposit
4015,1769,2023-10-27,3795.56,Withdrawal
4016,1476,2023-08-19,3322.8,Withdrawal
4017,2529,2023-09-19,1486.84,Deposit
4018,1770,2023-01-03,-72.17,Deposit
4019,5997,2023-10-01,-3251.97,Deposit
4020,3797,2023-03-27,-3046.02,Deposit
4021,3495,2023-08-19,4815.1,Withdrawal
4022,3991,2023-01-04,-4662.05,Withdrawal
4023,2530,2023-08-19,-823.18,Withdrawal
4024,1695,2023-02-18,-4049.75,Deposit
4025,5673,2023-01-26,-4105.47,Withdrawal
4026,760,2023-11-13,-3339.27,Deposit
4027,1459,2023-03-24,3313.0,Withdrawal
4028,3827,2023-12-19,-2368.49,Deposit
4029,1042,2023-07-12,4190.06,Deposit
4030,5607,2023-05-17,904.65,Withdrawal
4031,2148,2024-01-27,1635.12,Deposit
4032,4752,2023-07-21,-3875.0,Deposit
4033,3224,2023-05-22,-1307.06,Deposit
4034,478,2023-03-06,-4372.33,Withdrawal
4035,2301,2023-02-27,4428.99,Deposit
4036,2414,2023-07-02,-4621.29,Deposit
4037,4870,2023-09-19,4682.54,Withdrawal
4038,1727,2023-08-06,3876.5,Deposit
4039,372,2023-11-30,-4199.84,Deposit
4040,5931,2023-06-05,-905.72,Withdrawal
4041,4382,2023-11-02,2936.58,Deposit
4042,4638,2023-11-25,-2443.66,Deposit
4043,4389,2023-09-08,3609.74,Withdrawal
4044,5525,2023-10-31,1609.15,Withdrawal
4045,5062,2023-03-19,-4361.87,Deposit
4046,1334,2023-10-29,1653.63,Withdrawal
4047,1629,2023-12-19,-2387.6,Withdrawal
4048,172,2023-11-10,2902.78,Withdrawal
4049,5258,2024-01-19,1072.11,Deposit
4050,1619,2023-11-01,-3554.13,Deposit
4051,2250,2023-04-29,-1415.94,Withdrawal
4052,1683,2023-11-11,-4122.0,Deposit
4053,5421,2023-02-13,2240.0,Withdrawal
4054,160,2023-05-04,4274.1,Deposit
4055,4933,2023-09-18,-3948.54,Withdrawal
4056,5195,2023-06-14,-2272.11,Withdrawal
4057,2278,2023-04-10,-1126.47,Withdrawal
4058,4248,2024-01-27,227.47,Deposit
4059,5514,2023-04-18,-1298.37,Deposit
4060,5879,2023-10-14,3378.15,Withdrawal
4061,593,2023-02-07,-1032.53,Deposit
4062,3965,2023-06-26,-3384.15,Withdrawal
4063,77,2023-03-08,-2814.67,Withdrawal
4064,1902,2023-10-13,3082.79,Deposit
4065,1086,2023-05-22,776.16,Withdrawal
4066,4406,2023-09-05,-2325.52,Withdrawal
4067,2821,2023-07-04,3068.0,Withdrawal
4068,1216,2023-12-05,3988.04,Withdrawal
4069,2857,2023-03-19,-2250.02,Deposit
4070,2419,2023-04-25,322.45,Deposit
4071,606,2023-08-12,1911.27,Deposit
4072,4508,2023-04-10,2505.23,Deposit
4073,3086,2023-11-06,-3822.93,Withdrawal
4074,1752,2023-07-01,853.88,Withdrawal
4075,4408,2023-03-04,4914.84,Withdrawal
4076,5569,2023-04-03,3076.75,Deposit
4077,5113,2023-03-15,4070.59,Withdrawal
4078,1153,2023-08-13,1239.84,Deposit
4079,2452,2023-09-15,-1252.47,Withdrawal
4080,2761,2023-06-05,1696.17,Deposit
4081,1025,2023-06-06,-452.54,Withdrawal
4082,3135,2023-09-04,3016.14,Deposit
4083,923,2024-01-31,-1357.94,Deposit
4084,3693,2023-02-27,2734.77,Deposit
4085,5878,2023-01-20,-1463.28,Deposit
4086,5699,2023-08-21,-932.59,Deposit
4087,4061,2023-05-21,2166.42,Deposit
4088,3400,2023-02-04,-2826.47,Withdrawal
4089,3172,2024-01-06,-2062.1,Deposit
4090,1562,2024-01-07,-4694.84,Deposit
4091,2362,2024-01-02,2662.21,Withdrawal
4092,1443,2023-07-23,-4702.31,Withdrawal
4093,675,2023-12-12,-2793.63,Deposit
4094,703,2023-02-21,-2768.4,Withdrawal
4095,4893,2024-02-01,4810.28,Withdrawal
4096,5624,2023-02-12,-4923.44,Deposit
4097,4876,2023-08-30,105.81,Deposit
4098,5480,2023-06-17,1626.09,Withdrawal
4099,4976,2023-09-20,1560.42,Deposit
4100,5274,2023-02-10,1980.94,Deposit
4101,2017,2023-11-28,3176.36,Withdrawal
4102,4977,2023-10-07,-1603.23,Withdrawal
4103,1253,2023-01-28,2086.73,Withdrawal
4104,1705,2023-07-25,-4618.07,Deposit
4105,5503,2023-03-19,953.06,Deposit
4106,2569,2023-11-04,4630.9,Deposit
4107,712,2023-10-21,2851.02,Withdrawal
4108,3005,2023-09-11,-1946.5,Deposit
4109,2302,2023-10-29,-2377.1,Deposit
4110,5927,2023-02-16,1347.87,Deposit
4111,2194,2024-01-08,-2390.6,Deposit
4112,1042,2023-01-09,-3438.93,Deposit
4113,1021,2023-02-16,-3830.51,Withdrawal
4114,46,2023-07-26,-1379.2,Deposit
4115,5657,2023-05-01,4550.16,Deposit
4116,426,2023-10-29,-4364.55,Withdrawal
4117,2997,2023-07-09,4540.46,Withdrawal
4118,1479,2023-10-22,-2731.41,Deposit
4119,5634,2023-05-13,1147.15,Withdrawal
4120,792,2023-05-03,4132.73,Withdrawal
4121,4877,2023-10-05,3160.08,Withdrawal
4122,1756,2023-07-20,2282.17,Deposit
4123,2629,2023-03-26,-4116.67,Withdrawal
4124,1781,2023-10-29,-4479.98,Withdrawal
4125,5405,2023-12-19,-246.42,Deposit
4126,3345,2023-12-31,4408.4,Withdrawal
4127,3137,2023-01-17,4310.23,Deposit
4128,2031,2023-11-21,1094.06,Withdrawal
4129,4629,2023-06-12,-4426.89,Deposit
4130,5304,2024-01-28,3475.43,Deposit
4131,4337,2023-05-17,1695.84,Deposit
4132,5644,2023-05-01,4277.26,Deposit
4133,5710,2023-08-03,-2151.96,Withdrawal
4134,116,2023-11-05,2633.21,Deposit
4135,1421,2023-11-24,4300.77,Deposit
4136,1900,2023-06-02,2982.72,Withdrawal
4137,3331,2023-07-25,-4501.24,Deposit
4138,2770,2023-12-16,-4976.61,Deposit
4139,5256,2023-06-08,4142.14,Withdrawal
4140,3392,2023-03-10,-120.82,Withdrawal
4141,2829,2023-11-10,-2533.92,Deposit
4142,1112,2024-01-08,1078.8,Withdrawal
4143,4792,2024-01-16,-733.51,Withdrawal
4144,4596,2023-11-22,967.47,Deposit
4145,4522,2023-03-28,4020.07,Deposit
4146,611,2023-08-01,-1301.41,Withdrawal
4147,2410,2023-06-25,-2907.23,Deposit
4148,2721,2023-11-04,-741.51,Withdrawal
4149,3468,2023-11-22,3019.69,Deposit
4150,5514,2023-10-25,-3436.67,Withdrawal
4151,4651,2023-05-16,1634.19,Withdrawal
4152,844,2023-12-11,-3855.85,Deposit
4153,1845,2023-11-15,-1295.31,Deposit
4154,5887,2024-01-01,4358.05,Withdrawal
4155,3320,2023-08-10,-2470.5,Deposit
4156,5656,2023-05-18,-3353.86,Withdrawal
4157,5309,2023-01-12,3480.17,Deposit
4158,5379,2023-03-14,3504.85,Deposit
4159,5797,2023-11-07,-3042.47,Deposit
4160,3717,2023-03-28,-1874.48,Withdrawal
4161,4897,2023-07-10,417.77,Withdrawal
4162,2574,2023-11-26,4666.09,Withdrawal
4163,5955,2023-09-01,2842.47,Deposit
4164,2994,2023-02-17,-1345.01,Withdrawal
4165,2888,2023-08-27,-2747.75,Withdrawal
4166,1396,2023-06-02,-4364.72,Deposit
4167,5862,2023-08-21,-1511.36,Deposit
4168,3868,2023-09-20,-2682.61,Deposit
4169,18,2023-06-05,-615.28,Deposit
4170,2798,2023-03-15,1731.48,Withdrawal
4171,4838,2023-07-19,-3094.3,Withdrawal
4172,375,2023-11-08,-245.49,Withdrawal
4173,5219,2023-04-10,-3710.7,Withdrawal
4174,771,2023-06-16,4730.32,Deposit
4175,3299,2023-03-30,77.16,Deposit
4176,416,2023-09-28,812.78,Deposit
4177,1147,2024-01-03,3694.21,Deposit
4178,5245,2023-04-10,-1445.7,Withdrawal
4179,1826,2023-09-04,830.45,Withdrawal
4180,3251,2024-01-21,4247.62,Withdrawal
4181,2727,2023-03-12,-425.97,Deposit
4182,167,2024-01-02,405.79,Deposit
4183,4153,2023-01-11,-3711.33,Withdrawal
4184,2181,2023-07-07,-3528.36,Withdrawal
4185,4112,2023-09-15,3454.35,Withdrawal
4186,4697,2023-07-23,1773.11,Withdrawal
4187,374,2023-11-06,4732.72,Withdrawal
4188,3453,2023-09-14,-2364.52,Deposit
4189,4259,2023-04-26,-3809.57,Deposit
4190,899,2023-06-26,-1603.83,Deposit
4191,4255,2023-05-29,-4071.51,Withdrawal
4192,5844,2023-12-30,2435.57,Deposit
4193,3927,2023-03-01,4044.04,Deposit
4194,5854,2023-08-13,2651.26,Deposit
4195,1948,2023-09-02,-505.6,Withdrawal
4196,1268,2024-01-04,-1256.79,Deposit
4197,1389,2023-06-10,2565.49,Deposit
4198,4770,2023-03-01,4653.94,Deposit
4199,4999,2023-06-17,1502.98,Withdrawal
4200,3181,2023-09-11,-2528.59,Withdrawal
4201,2474,2023-08-26,-3781.94,Deposit
4202,4179,2023-03-11,1252.67,Withdrawal
4203,961,2023-02-13,4310.71,Deposit
4204,1988,2023-08-09,2337.66,Withdrawal
4205,4803,2023-01-18,-4425.7,Withdrawal
4206,753,2023-09-27,4654.38,Deposit
4207,5743,2023-09-22,3269.81,Withdrawal
4208,5800,2023-04-01,488.85,Deposit
4209,3037,2023-05-28,-1955.38,Deposit
4210,1052,2024-01-07,-4765.35,Withdrawal
4211,337,2023-02-20,-227.21,Withdrawal
4212,2877,2023-04-22,773.53,Withdrawal
4213,2850,2023-04-12,2917.22,Deposit
4214,476,2023-03-11,3264.25,Deposit
4215,1564,2023-07-01,-1656.06,Withdrawal
4216,3672,2023-05-04,-393.47,Withdrawal
4217,4758,2023-02-08,3948.81,Withdrawal
4218,1184,2023-03-13,-3125.49,Deposit
4219,5215,2023-01-19,4485.92,Withdrawal
4220,4130,2023-02-07,-4001.05,Withdrawal
4221,2480,2024-01-17,-3599.43,Withdrawal
4222,782,2023-04-24,4864.35,Withdrawal
4223,597,2023-10-06,-2291.28,Withdrawal
4224,3263,2024-01-22,-4311.53,Deposit
4225,997,2023-04-11,-1348.38,Deposit
4226,4460,2023-02-26,-219.25,Withdrawal
4227,4154,2023-12-22,-2873.32,Withdrawal
4228,1072,2023-08-29,926.93,Deposit
4229,3979,2023-09-07,738.36,Withdrawal
4230,970,2023-08-20,-1626.8,Withdrawal
4231,2831,2023-11-22,-4762.72,Withdrawal
4232,1936,2023-01-03,-4633.33,Deposit
4233,3965,2023-10-04,1167.99,Deposit
4234,5160,2024-01-08,442.56,Deposit
4235,2322,2023-03-18,4158.45,Withdrawal
4236,78,2023-02-22,2370.08,Withdrawal
4237,4252,2023-08-17,571.48,Deposit
4238,1590,2023-10-02,3752.63,Withdrawal
4239,921,2023-05-29,2068.21,Withdrawal
4240,2990,2024-01-16,-1454.87,Deposit
4241,3761,2023-10-28,-512.34,Withdrawal
4242,2741,2023-07-05,2466.31,Deposit
4243,1119,2023-11-13,-4330.73,Deposit
4244,5234,2023-06-02,58.05,Deposit
4245,2475,2023-06-16,-118.34,Deposit
4246,5250,2023-07-07,-890.33,Withdrawal
4247,5947,2023-11-16,4177.57,Deposit
4248,4935,2023-11-17,2280.02,Deposit
4249,1794,2023-04-01,-3022.42,Deposit
4250,2152,2023-10-14,-3410.21,Withdrawal
4251,3281,2023-05-23,-986.91,Withdrawal
4252,3195,2024-01-30,-2589.86,Deposit
4253,5186,2023-04-30,-257.47,Withdrawal
4254,4628,2023-08-05,1448.41,Withdrawal
4255,5423,2023-02-06,2194.95,Deposit
4256,1331,2023-08-04,-2595.19,Withdrawal
4257,167,2023-02-13,-3925.3,Deposit
4258,4328,2023-02-01,3381.27,Withdrawal
4259,511,2023-06-26,-2004.9,Deposit
4260,3875,2023-03-29,-3598.32,Deposit
4261,3838,2023-03-16,1158.52,Withdrawal
4262,767,2023-01-26,3075.02,Deposit
4263,2095,2023-06-12,4032.91,Withdrawal
4264,3728,2023-02-17,-2952.37,Withdrawal
4265,2078,2023-02-14,1409.05,Deposit
4266,4604,2024-01-17,3541.72,Deposit
4267,1863,2023-03-11,-2667.22,Withdrawal
4268,550,2023-07-11,1040.34,Deposit
4269,1704,2023-12-13,-4563.3,Withdrawal
4270,3629,2023-03-06,1058.01,Deposit
4271,856,2023-05-07,2718.73,Deposit
4272,4775,2023-01-25,4957.85,Deposit
4273,4148,2023-04-03,-4847.96,Withdrawal
4274,910,2023-07-29,504.41,Withdrawal
4275,3727,2023-09-29,-3509.26,Withdrawal
4276,1952,2023-09-12,1358.66,Deposit
4277,3794,2024-01-31,-2516.67,Withdrawal
4278,3740,2024-02-01,735.96,Withdrawal
4279,3332,2024-01-21,845.99,Deposit
4280,2028,2023-08-04,-284.85,Deposit
4281,2944,2023-12-08,-1532.7,Withdrawal
4282,3550,2023-12-18,2007.82,Withdrawal
4283,3392,2023-11-01,-3734.87,Withdrawal
4284,4327,2023-02-08,68.92,Withdrawal
4285,1657,2023-11-07,-2884.95,Withdrawal
4286,2493,2023-12-08,-1318.36,Deposit
4287,2193,2023-11-22,-1700.96,Deposit
4288,2897,2023-08-10,690.25,Deposit
4289,5144,2023-06-05,1274.46,Deposit
4290,820,2023-06-15,2255.62,Withdrawal
4291,5293,2023-10-30,-4805.6,Withdrawal
4292,3511,2023-06-17,3337.33,Withdrawal
4293,3575,2023-04-18,-548.74,Deposit
4294,2793,2023-12-13,646.27,Withdrawal
4295,4879,2023-06-06,-1877.83,Deposit
4296,668,2023-05-28,972.53,Withdrawal
4297,737,2024-01-18,-4035.78,Withdrawal
4298,2860,2023-06-11,667.11,Deposit
4299,5357,2023-09-23,-2443.27,Deposit
4300,2345,2023-05-02,-695.51,Withdrawal
4301,1028,2023-07-29,475.92,Deposit
4302,3252,2023-07-09,-4812.33,Deposit
4303,4027,2023-11-15,-3556.69,Withdrawal
4304,5489,2023-11-19,-1093.23,Withdrawal
4305,2717,2023-06-01,3998.12,Deposit
4306,5820,2023-08-02,-3711.44,Withdrawal
4307,5784,2023-02-17,-2585.73,Withdrawal
4308,1611,2023-08-24,3233.64,Deposit
4309,694,2024-01-19,2270.82,Deposit
4310,2297,2023-12-04,-400.11,Deposit
4311,1082,2023-11-08,1194.91,Withdrawal
4312,4373,2023-11-25,-2633.44,Deposit
4313,4230,2023-05-29,-109.1,Deposit
4314,2838,2023-06-26,-2503.22,Withdrawal
4315,48,2023-02-21,3892.51,Deposit
4316,606,2023-01-03,3109.95,Withdrawal
4317,4852,2024-01-07,4925.32,Withdrawal
4318,2623,2023-04-17,-4278.5,Deposit
4319,5512,2023-04-14,821.3,Withdrawal
4320,2196,2023-11-04,-280.67,Withdrawal
4321,5618,2023-02-19,-2213.98,Deposit
4322,103,2023-05-22,1898.04,Withdrawal
4323,4422,2023-03-03,4406.01,Deposit
4324,2710,2023-03-12,2212.98,Withdrawal
4325,1435,2023-03-15,-1645.68,Deposit
4326,4033,2023-07-31,-3725.38,Withdrawal
4327,3399,2023-10-12,-2616.3,Deposit
4328,1836,2023-07-05,-4660.78,Deposit
4329,1698,2023-06-28,-2387.99,Withdrawal
4330,1701,2023-12-16,-892.53,Deposit
4331,3807,2023-07-14,-3707.54,Withdrawal
4332,4912,2023-07-12,1958.02,Withdrawal
4333,3400,2023-02-11,-4213.01,Withdrawal
4334,4399,2024-01-13,4074.2,Withdrawal
4335,2448,2023-12-04,-4385.29,Withdrawal
4336,3109,2023-09-09,-676.16,Withdrawal
4337,5841,2023-06-12,706.12,Deposit
4338,615,2024-01-30,4933.63,Withdrawal
4339,1666,2023-06-24,-1457.76,Withdrawal
4340,4506,2024-01-26,3850.31,Deposit
4341,3783,2024-01-30,4803.17,Withdrawal
4342,5819,2023-07-23,4076.5,Withdrawal
4343,3705,2024-01-20,-987.54,Deposit
4344,5801,2023-01-07,-2058.9,Deposit
4345,3246,2023-03-14,581.0,Deposit
4346,2409,2023-01-09,556.12,Deposit
4347,2296,2023-11-22,-4173.83,Deposit
4348,5325,2023-09-12,922.58,Deposit
4349,374,2023-10-11,2783.13,Deposit
4350,5731,2023-12-30,-1913.56,Deposit
4351,2061,2023-01-24,-4777.9,Withdrawal
4352,241,2023-03-29,-468.93,Deposit
4353,919,2023-03-12,-3415.54,Deposit
4354,1535,2023-09-14,1810.6,Withdrawal
4355,2465,2023-10-16,-4330.21,Withdrawal
4356,1413,2023-03-22,-4740.35,Withdrawal
4357,3719,2023-09-12,-4570.54,Deposit
4358,1118,2023-08-17,1595.1,Withdrawal
4359,4019,2023-09-24,-3267.01,Withdrawal
4360,4156,2023-06-21,1445.87,Deposit
4361,4323,2024-01-20,397.38,Withdrawal
4362,4623,2023-06-14,2322.95,Deposit
4363,3660,2023-10-11,-2499.21,Deposit
4364,2034,2023-05-19,4208.07,Deposit
4365,4115,2023-04-28,859.25,Deposit
4366,3700,2023-03-09,453.17,Deposit
4367,2080,2023-04-10,-3611.96,Withdrawal
4368,3230,2023-06-13,-3613.43,Withdrawal
4369,4618,2023-05-24,-2403.85,Withdrawal
4370,1090,2023-02-17,-173.15,Withdrawal
4371,4825,2023-10-16,-740.87,Deposit
4372,212,2023-05-09,38.8,Withdrawal
4373,1429,2023-01-17,4694.14,Withdrawal
4374,4483,2023-12-19,3505.06,Deposit
4375,3534,2023-11-25,2200.47,Deposit
4376,5729,2023-11-04,627.71,Withdrawal
4377,579,2023-01-26,916.58,Withdrawal
4378,936,2023-03-06,4348.18,Withdrawal
4379,2696,2023-12-18,4236.73,Deposit
4380,4049,2023-03-02,3037.45,Withdrawal
4381,2223,2023-08-19,4430.31,Withdrawal
4382,605,2023-12-18,3408.71,Deposit
4383,4926,2023-05-26,4146.7,Deposit
4384,3840,2023-06-04,1274.68,Withdrawal
4385,822,2023-04-25,-2036.24,Deposit
4386,4227,2023-11-24,2934.66,Withdrawal
4387,4710,2023-12-18,2998.51,Deposit
4388,5330,2023-03-08,-1503.26,Withdrawal
4389,4829,2023-11-30,1549.87,Deposit
4390,3971,2023-04-15,3543.03,Withdrawal
4391,4853,2023-11-18,4610.37,Deposit
4392,4736,2023-01-08,435.25,Withdrawal
4393,144,2023-03-19,-602.55,Deposit
4394,3438,2024-01-20,1060.7,Withdrawal
4395,4757,2023-03-22,1671.97,Deposit
4396,2718,2023-03-19,4624.23,Deposit
4397,3677,2023-03-01,4448.09,Withdrawal
4398,808,2023-12-08,-2437.31,Deposit
4399,5800,2023-03-27,3668.69,Deposit
4400,1450,2023-07-09,268.61,Withdrawal
4401,2417,2023-12-12,-2458.41,Deposit
4402,809,2023-03-12,-1072.18,Deposit
4403,621,2023-07-14,3591.85,Withdrawal
4404,4247,2023-04-16,2871.36,Deposit
4405,4558,2023-12-01,-2392.27,Deposit
4406,5879,2023-12-25,436.28,Deposit
4407,1401,2023-04-05,-2973.88,Withdrawal
4408,4135,2023-08-25,1673.63,Withdrawal
4409,1130,2023-02-08,-194.31,Deposit
4410,4312,2023-09-17,-990.91,Deposit
4411,2257,2023-11-15,-2132.02,Deposit
4412,5336,2023-11-08,2330.39,Deposit
4413,5244,2023-02-28,-4275.17,Deposit
4414,5620,2023-06-23,4241.12,Deposit
4415,682,2024-02-01,615.54,Withdrawal
4416,3442,2023-02-21,1320.23,Deposit
4417,5793,2024-01-21,-1452.15,Deposit
4418,5555,2023-08-16,4538.94,Withdrawal
4419,2189,2023-04-28,1550.54,Deposit
4420,5155,2023-12-17,-4039.91,Withdrawal
4421,3900,2023-11-12,-728.38,Withdrawal
4422,5259,2023-09-09,-1413.16,Withdrawal
4423,2779,2023-12-20,-3397.34,Deposit
4424,2666,2023-10-11,1324.14,Withdrawal
4425,2920,2023-12-22,-67.21,Deposit
4426,1096,2023-05-22,-2822.16,Withdrawal
4427,2798,2023-09-24,-2601.01,Withdrawal
4428,5702,2023-03-25,-3643.65,Withdrawal
4429,1232,2023-03-05,870.95,Deposit
4430,5494,2023-10-02,109.9,Withdrawal
4431,3315,2023-04-13,3723.47,Withdrawal
4432,1933,2023-11-29,-4202.79,Deposit
4433,3766,2023-03-31,-398.29,Deposit
4434,4702,2023-07-08,-1913.62,Deposit
4435,1770,2023-10-30,-1662.57,Deposit
4436,2820,2024-01-06,1096.12,Withdrawal
4437,3114,2023-01-31,-1434.14,Deposit
4438,1487,2023-06-28,-2030.97,Deposit
4439,3535,2023-06-02,661.59,Deposit
4440,3025,2023-04-30,3684.61,Withdrawal
4441,811,2023-11-07,-1467.7,Withdrawal
4442,428,2023-10-17,-1160.84,Deposit
4443,1234,2023-01-12,940.47,Withdrawal
4444,2254,2023-09-25,-507.96,Deposit
4445,3833,2023-09-13,2215.66,Withdrawal
4446,2872,2023-01-08,-592.87,Withdrawal
4447,3406,2023-03-27,3951.18,Deposit
4448,1230,2023-08-28,1193.6,Deposit
4449,2764,2023-02-13,4731.2,Withdrawal
4450,5063,2023-10-22,-4675.17,Withdrawal
4451,2027,2023-09-27,1797.4,Withdrawal
4452,4885,2023-07-14,-4011.23,Withdrawal
4453,459,2023-02-20,2516.22,Withdrawal
4454,1206,2023-09-24,978.66,Deposit
4455,229,2023-01-24,-4431.01,Deposit
4456,853,2023-04-16,-3325.68,Withdrawal
4457,755,2023-10-07,-2685.43,Withdrawal
4458,2669,2023-10-20,-678.43,Deposit
4459,1325,2023-11-29,933.6,Deposit
4460,477,2023-07-29,-202.73,Withdrawal
4461,4481,2023-11-13,3287.45,Withdrawal
4462,5565,2023-09-20,4836.4,Withdrawal
4463,265,2024-01-02,4016.46,Deposit
4464,5982,2023-05-16,388.05,Deposit
4465,3971,2023-02-01,244.27,Deposit
